,Ticker,Attribute,Recent
1829,GNRC,Trailing P/E,56.51
1830,GNRC,Forward P/E 1,33.08
1831,GNRC,PEG Ratio (5 yr expected) 1,5.61
1832,GNRC,Price/Sales (ttm),9.00
1833,GNRC,Price/Book (mrq),15.32
1834,GNRC,Enterprise Value/Revenue 3,8.14
1835,GNRC,Enterprise Value/EBITDA 7,33.27
1836,GOOG,Market Cap (intraday) 5,1.79T
1837,GOOG,Enterprise Value 3,1.73T
1838,GOOG,Trailing P/E,36.36
1839,GOOG,Forward P/E 1,25.75
1840,GOOG,PEG Ratio (5 yr expected) 1,1.17
1841,GOOG,Price/Sales (ttm),8.14
1842,GOOG,Price/Book (mrq),7.96
1843,GOOG,Enterprise Value/Revenue 3,7.87
1844,GOOG,Enterprise Value/EBITDA 7,22.95
1845,GOOGL,Market Cap (intraday) 5,1.79T
1846,GOOGL,Enterprise Value 3,1.71T
1847,GOOGL,Trailing P/E,29.58
1848,GOOGL,Forward P/E 1,25.67
1849,GOOGL,PEG Ratio (5 yr expected) 1,1.16
1850,GOOGL,Price/Sales (ttm),8.11
1851,GOOGL,Price/Book (mrq),7.66
1852,GOOGL,Enterprise Value/Revenue 3,7.75
1853,GOOGL,Enterprise Value/EBITDA 7,22.58
1854,GPC,Market Cap (intraday) 5,17.37B
1855,GPC,Enterprise Value 3,20.06B
1856,GPC,Trailing P/E,21.68
1857,GPC,Forward P/E 1,17.92
1858,GPC,PEG Ratio (5 yr expected) 1,4.16
1859,GPC,Price/Sales (ttm),0.97
1860,GPC,Price/Book (mrq),5.38
1861,GPC,Enterprise Value/Revenue 3,1.12
1862,GPC,Enterprise Value/EBITDA 7,13.51
1863,GPN,Market Cap (intraday) 5,46.14B
1864,GPN,Enterprise Value 3,55.05B
1865,GPN,Trailing P/E,54.18
1866,GPN,Forward P/E 1,16.26
1867,GPN,PEG Ratio (5 yr expected) 1,0.97
1868,GPN,Price/Sales (ttm),5.78
1869,GPN,Price/Book (mrq),1.73
1870,GPN,Enterprise Value/Revenue 3,6.90
1871,GPN,Enterprise Value/EBITDA 7,17.33
1872,GPS,Market Cap (intraday) 5,8.61B
1873,GPS,Enterprise Value 3,13.63B
1874,GPS,Trailing P/E,11.60
1875,GPS,Forward P/E 1,9.12
1876,GPS,PEG Ratio (5 yr expected) 1,2.38
1877,GPS,Price/Sales (ttm),0.52
1878,GPS,Price/Book (mrq),2.85
1879,GPS,Enterprise Value/Revenue 3,0.82
1880,GPS,Enterprise Value/EBITDA 7,10.10
1881,GRMN,Market Cap (intraday) 5,29.79B
1882,GRMN,Enterprise Value 3,27.96B
1883,GRMN,Trailing P/E,25.20
1884,GRMN,Forward P/E 1,24.83
1885,GRMN,PEG Ratio (5 yr expected) 1,1.67
1886,GRMN,Price/Sales (ttm),6.13
1887,GRMN,Price/Book (mrq),5.34
1888,GRMN,Enterprise Value/Revenue 3,5.75
1889,GRMN,Enterprise Value/EBITDA 7,19.25
1890,GS,Market Cap (intraday) 5,129.88B
1891,GS,Enterprise Value 3,-182.64B
1892,GS,Trailing P/E,9.50
1893,GS,Forward P/E 1,10.16
1894,GS,PEG Ratio (5 yr expected) 1,0.37
1895,GS,Price/Sales (ttm),2.35
1896,GS,Price/Book (mrq),1.54
1897,GS,Enterprise Value/Revenue 3,-3.31
1898,GS,Enterprise Value/EBITDA 7,
1899,GWW,Market Cap (intraday) 5,20.91B
1900,GWW,Enterprise Value 3,22.79B
1901,GWW,Trailing P/E,24.66
1902,GWW,Forward P/E 1,17.77
1903,GWW,PEG Ratio (5 yr expected) 1,1.48
1904,GWW,Price/Sales (ttm),1.71
1905,GWW,Price/Book (mrq),11.19
1906,GWW,Enterprise Value/Revenue 3,1.86
1907,GWW,Enterprise Value/EBITDA 7,13.68
1908,HAL,Market Cap (intraday) 5,20.37B
1909,HAL,Enterprise Value 3,26.45B
1910,HAL,Trailing P/E,
1911,HAL,Forward P/E 1,14.49
1912,HAL,PEG Ratio (5 yr expected) 1,0.35
1913,HAL,Price/Sales (ttm),1.52
1914,HAL,Price/Book (mrq),3.94
1915,HAL,Enterprise Value/Revenue 3,1.98
1916,HAL,Enterprise Value/EBITDA 7,17.05
1917,HAS,Market Cap (intraday) 5,11.93B
1918,HAS,Enterprise Value 3,15.68B
1919,HAS,Trailing P/E,29.24
1920,HAS,Forward P/E 1,16.46
1921,HAS,PEG Ratio (5 yr expected) 1,1.17
1922,HAS,Price/Sales (ttm),2.01
1923,HAS,Price/Book (mrq),4.19
1924,HAS,Enterprise Value/Revenue 3,2.64
1925,HAS,Enterprise Value/EBITDA 7,13.28
1926,HBAN,Market Cap (intraday) 5,23.2B
1927,HBAN,Enterprise Value 3,19.21B
1928,HBAN,Trailing P/E,13.75
1929,HBAN,Forward P/E 1,10.91
1930,HBAN,PEG Ratio (5 yr expected) 1,-6.21
1931,HBAN,Price/Sales (ttm),5.18
1932,HBAN,Price/Book (mrq),1.31
1933,HBAN,Enterprise Value/Revenue 3,4.09
1934,HBAN,Enterprise Value/EBITDA 7,
1935,HBI,Market Cap (intraday) 5,5.61B
1936,HBI,Enterprise Value 3,9.98B
1937,HBI,Trailing P/E,
1938,HBI,Forward P/E 1,8.73
1939,HBI,PEG Ratio (5 yr expected) 1,0.75
1940,HBI,Price/Sales (ttm),0.78
1941,HBI,Price/Book (mrq),11.57
1942,HBI,Enterprise Value/Revenue 3,1.39
1943,HBI,Enterprise Value/EBITDA 7,9.51
1944,HCA,Market Cap (intraday) 5,78.49B
1945,HCA,Enterprise Value 3,112.56B
1946,HCA,Trailing P/E,17.74
1947,HCA,Forward P/E 1,13.47
1948,HCA,PEG Ratio (5 yr expected) 1,1.09
1949,HCA,Price/Sales (ttm),1.40
1950,HCA,Price/Book (mrq),320.80
1951,HCA,Enterprise Value/Revenue 3,2.01
1952,HCA,Enterprise Value/EBITDA 7,9.29
1953,HD,Market Cap (intraday) 5,347.25B
1954,HD,Enterprise Value 3,393.36B
1955,HD,Trailing P/E,23.81
1956,HD,Forward P/E 1,21.42
1957,HD,PEG Ratio (5 yr expected) 1,2.12
1958,HD,Price/Sales (ttm),2.40
1959,HD,Price/Book (mrq),199.02
1960,HD,Enterprise Value/Revenue 3,2.72
1961,HD,Enterprise Value/EBITDA 7,15.68
1962,HES,Market Cap (intraday) 5,25.22B
1963,HES,Enterprise Value 3,33.44B
1964,HES,Trailing P/E,
1965,HES,Forward P/E 1,18.54
1966,HES,PEG Ratio (5 yr expected) 1,-1.50
1967,HES,Price/Sales (ttm),4.34
1968,HES,Price/Book (mrq),4.59
1969,HES,Enterprise Value/Revenue 3,5.76
1970,HES,Enterprise Value/EBITDA 7,11.12
1971,HIG,Market Cap (intraday) 5,25.36B
1972,HIG,Enterprise Value 3,26.07B
1973,HIG,Trailing P/E,15.15
1974,HIG,Forward P/E 1,10.20
1975,HIG,PEG Ratio (5 yr expected) 1,1.32
1976,HIG,Price/Sales (ttm),1.19
1977,HIG,Price/Book (mrq),1.38
1978,HIG,Enterprise Value/Revenue 3,1.22
1979,HIG,Enterprise Value/EBITDA 7,7.44
1980,HII,Market Cap (intraday) 5,7.77B
1981,HII,Enterprise Value 3,9.34B
1982,HII,Trailing P/E,10.47
1983,HII,Forward P/E 1,13.08
1984,HII,PEG Ratio (5 yr expected) 1,21.56
1985,HII,Price/Sales (ttm),0.81
1986,HII,Price/Book (mrq),3.76
1987,HII,Enterprise Value/Revenue 3,0.98
1988,HII,Enterprise Value/EBITDA 7,8.00
1989,HLT,Market Cap (intraday) 5,38.16B
1990,HLT,Enterprise Value 3,47.34B
1991,HLT,Trailing P/E,
1992,HLT,Forward P/E 1,32.70
1993,HLT,PEG Ratio (5 yr expected) 1,0.20
1994,HLT,Price/Sales (ttm),29.40
1995,HLT,Price/Book (mrq),
1996,HLT,Enterprise Value/Revenue 3,27.92
1997,HLT,Enterprise Value/EBITDA 7,77.87
1998,HOLX,Market Cap (intraday) 5,17.75B
1999,HOLX,Enterprise Value 3,20.26B
2000,HOLX,Trailing P/E,8.97
2001,HOLX,Forward P/E 1,18.93
2002,HOLX,PEG Ratio (5 yr expected) 1,2.52
2003,HOLX,Price/Sales (ttm),3.14
2004,HOLX,Price/Book (mrq),4.58
2005,HOLX,Enterprise Value/Revenue 3,3.58
2006,HOLX,Enterprise Value/EBITDA 7,6.59
2007,HON,Market Cap (intraday) 5,147.82B
2008,HON,Enterprise Value 3,159.24B
2009,HON,Trailing P/E,30.44
2010,HON,Forward P/E 1,23.30
2011,HON,PEG Ratio (5 yr expected) 1,2.24
2012,HON,Price/Sales (ttm),4.35
2013,HON,Price/Book (mrq),8.24
2014,HON,Enterprise Value/Revenue 3,4.69
2015,HON,Enterprise Value/EBITDA 7,19.09
2016,HPE,Market Cap (intraday) 5,19.06B
2017,HPE,Enterprise Value 3,31.62B
2018,HPE,Trailing P/E,18.64
2019,HPE,Forward P/E 1,7.36
2020,HPE,PEG Ratio (5 yr expected) 1,0.59
2021,HPE,Price/Sales (ttm),0.69
2022,HPE,Price/Book (mrq),1.12
2023,HPE,Enterprise Value/Revenue 3,1.14
2024,HPE,Enterprise Value/EBITDA 7,6.63
2025,HPQ,Market Cap (intraday) 5,31.72B
2026,HPQ,Enterprise Value 3,37.52B
2027,HPQ,Trailing P/E,8.62
2028,HPQ,Forward P/E 1,7.26
2029,HPQ,PEG Ratio (5 yr expected) 1,0.48
2030,HPQ,Price/Sales (ttm),0.51
2031,HPQ,Price/Book (mrq),
2032,HPQ,Enterprise Value/Revenue 3,0.61
2033,HPQ,Enterprise Value/EBITDA 7,6.20
2034,HRL,Market Cap (intraday) 5,22.34B
2035,HRL,Enterprise Value 3,25.4B
2036,HRL,Trailing P/E,26.06
2037,HRL,Forward P/E 1,21.34
2038,HRL,PEG Ratio (5 yr expected) 1,3.29
2039,HRL,Price/Sales (ttm),2.16
2040,HRL,Price/Book (mrq),3.29
2041,HRL,Enterprise Value/Revenue 3,2.45
2042,HRL,Enterprise Value/EBITDA 7,18.72
2043,HSIC,Market Cap (intraday) 5,10.71B
2044,HSIC,Enterprise Value 3,13.1B
2045,HSIC,Trailing P/E,18.14
2046,HSIC,Forward P/E 1,16.97
2047,HSIC,PEG Ratio (5 yr expected) 1,1.11
2048,HSIC,Price/Sales (ttm),0.90
2049,HSIC,Price/Book (mrq),3.19
2050,HSIC,Enterprise Value/Revenue 3,1.10
2051,HSIC,Enterprise Value/EBITDA 7,13.18
2052,HST,Market Cap (intraday) 5,11.4B
2053,HST,Enterprise Value 3,16.71B
2054,HST,Trailing P/E,
2055,HST,Forward P/E 1,42.01
2056,HST,PEG Ratio (5 yr expected) 1,-1.35
2057,HST,Price/Sales (ttm),7.41
2058,HST,Price/Book (mrq),1.83
2059,HST,Enterprise Value/Revenue 3,10.86
2060,HST,Enterprise Value/EBITDA 7,-238.71
2061,HSY,Market Cap (intraday) 5,35.55B
2062,HSY,Enterprise Value 3,40.04B
2063,HSY,Trailing P/E,25.50
2064,HSY,Forward P/E 1,23.62
2065,HSY,PEG Ratio (5 yr expected) 1,2.92
2066,HSY,Price/Sales (ttm),4.09
2067,HSY,Price/Book (mrq),15.96
2068,HSY,Enterprise Value/Revenue 3,4.61
2069,HSY,Enterprise Value/EBITDA 7,17.04
2070,HUM,Market Cap (intraday) 5,49.75B
2071,HUM,Enterprise Value 3,40.03B
2072,HUM,Trailing P/E,20.48
2073,HUM,Forward P/E 1,15.78
2074,HUM,PEG Ratio (5 yr expected) 1,1.45
2075,HUM,Price/Sales (ttm),0.62
2076,HUM,Price/Book (mrq),3.35
2077,HUM,Enterprise Value/Revenue 3,0.50
2078,HUM,Enterprise Value/EBITDA 7,9.43
2079,HWM,Market Cap (intraday) 5,13.48B
2080,HWM,Enterprise Value 3,17.48B
2081,HWM,Trailing P/E,46.34
2082,HWM,Forward P/E 1,21.52
2083,HWM,PEG Ratio (5 yr expected) 1,1.04
2084,HWM,Price/Sales (ttm),2.82
2085,HWM,Price/Book (mrq),3.80
2086,HWM,Enterprise Value/Revenue 3,3.66
2087,HWM,Enterprise Value/EBITDA 7,16.14
2088,IBM,Market Cap (intraday) 5,103.91B
2089,IBM,Enterprise Value 3,180.27B
2090,IBM,Trailing P/E,23.84
2091,IBM,Forward P/E 1,11.95
2092,IBM,PEG Ratio (5 yr expected) 1,0.79
2093,IBM,Price/Sales (ttm),1.40
2094,IBM,Price/Book (mrq),5.76
2095,IBM,Enterprise Value/Revenue 3,2.42
2096,IBM,Enterprise Value/EBITDA 7,11.27
2097,ICE,Market Cap (intraday) 5,67.98B
2098,ICE,Enterprise Value 3,78.19B
2099,ICE,Trailing P/E,24.08
2100,ICE,Forward P/E 1,23.04
2101,ICE,PEG Ratio (5 yr expected) 1,2.78
2102,ICE,Price/Sales (ttm),10.32
2103,ICE,Price/Book (mrq),3.22
2104,ICE,Enterprise Value/Revenue 3,11.87
2105,ICE,Enterprise Value/EBITDA 7,19.67
2106,IDXX,Market Cap (intraday) 5,51.57B
2107,IDXX,Enterprise Value 3,53.03B
2108,IDXX,Trailing P/E,77.82
2109,IDXX,Forward P/E 1,64.47
2110,IDXX,PEG Ratio (5 yr expected) 1,4.12
2111,IDXX,Price/Sales (ttm),16.93
2112,IDXX,Price/Book (mrq),68.84
2113,IDXX,Enterprise Value/Revenue 3,17.41
2114,IDXX,Enterprise Value/EBITDA 7,55.04
2115,IEX,Market Cap (intraday) 5,15.81B
2116,IEX,Enterprise Value 3,17.66B
2117,IEX,Trailing P/E,40.90
2118,IEX,Forward P/E 1,29.57
2119,IEX,PEG Ratio (5 yr expected) 1,2.95
2120,IEX,Price/Sales (ttm),6.24
2121,IEX,Price/Book (mrq),6.07
2122,IEX,Enterprise Value/Revenue 3,6.97
2123,IEX,Enterprise Value/EBITDA 7,25.56
2124,IFF,Market Cap (intraday) 5,33.63B
2125,IFF,Enterprise Value 3,45.37B
2126,IFF,Trailing P/E,42.10
2127,IFF,Forward P/E 1,20.38
2128,IFF,PEG Ratio (5 yr expected) 1,3.24
2129,IFF,Price/Sales (ttm),4.16
2130,IFF,Price/Book (mrq),2.29
2131,IFF,Enterprise Value/Revenue 3,5.61
2132,IFF,Enterprise Value/EBITDA 7,25.82
2133,ILMN,Market Cap (intraday) 5,56.72B
2134,ILMN,Enterprise Value 3,53.49B
2135,ILMN,Trailing P/E,90.77
2136,ILMN,Forward P/E 1,77.54
2137,ILMN,PEG Ratio (5 yr expected) 1,3.40
2138,ILMN,Price/Sales (ttm),16.33
2139,ILMN,Price/Book (mrq),11.52
2140,ILMN,Enterprise Value/Revenue 3,15.40
2141,ILMN,Enterprise Value/EBITDA 7,71.51
2142,INCY,Market Cap (intraday) 5,14.34B
2143,INCY,Enterprise Value 3,12.63B
2144,INCY,Trailing P/E,29.89
2145,INCY,Forward P/E 1,14.85
2146,INCY,PEG Ratio (5 yr expected) 1,1.22
2147,INCY,Price/Sales (ttm),5.27
2148,INCY,Price/Book (mrq),4.89
2149,INCY,Enterprise Value/Revenue 3,4.64
2150,INCY,Enterprise Value/EBITDA 7,26.02
2151,INFO,Market Cap (intraday) 5,49.5B
2152,INFO,Enterprise Value 3,51.68B
2153,INFO,Trailing P/E,87.56
2154,INFO,Forward P/E 1,33.00
2155,INFO,PEG Ratio (5 yr expected) 1,3.42
2156,INFO,Price/Sales (ttm),11.04
2157,INFO,Price/Book (mrq),5.23
2158,INFO,Enterprise Value/Revenue 3,11.26
2159,INFO,Enterprise Value/EBITDA 7,29.72
2160,INTC,Market Cap (intraday) 5,214.78B
2161,INTC,Enterprise Value 3,228.98B
2162,INTC,Trailing P/E,11.94
2163,INTC,Forward P/E 1,12.03
2164,INTC,PEG Ratio (5 yr expected) 1,1.12
2165,INTC,Price/Sales (ttm),2.77
2166,INTC,Price/Book (mrq),2.69
2167,INTC,Enterprise Value/Revenue 3,2.95
2168,INTC,Enterprise Value/EBITDA 7,6.61
2169,INTU,Market Cap (intraday) 5,145.38B
2170,INTU,Enterprise Value 3,144.26B
2171,INTU,Trailing P/E,70.42
2172,INTU,Forward P/E 1,41.17
2173,INTU,PEG Ratio (5 yr expected) 1,3.43
2174,INTU,Price/Sales (ttm),15.09
2175,INTU,Price/Book (mrq),14.74
2176,INTU,Enterprise Value/Revenue 3,14.98
2177,INTU,Enterprise Value/EBITDA 7,50.73
2178,IP,Market Cap (intraday) 5,20.87B
2179,IP,Enterprise Value 3,29.23B
2180,IP,Trailing P/E,21.73
2181,IP,Forward P/E 1,9.45
2182,IP,PEG Ratio (5 yr expected) 1,0.48
2183,IP,Price/Sales (ttm),0.98
2184,IP,Price/Book (mrq),2.69
2185,IP,Enterprise Value/Revenue 3,1.37
2186,IP,Enterprise Value/EBITDA 7,9.40
2187,IPG,Market Cap (intraday) 5,14.52B
2188,IPG,Enterprise Value 3,17.64B
2189,IPG,Trailing P/E,19.65
2190,IPG,Forward P/E 1,14.41
2191,IPG,PEG Ratio (5 yr expected) 1,0.93
2192,IPG,Price/Sales (ttm),1.70
2193,IPG,Price/Book (mrq),4.74
2194,IPG,Enterprise Value/Revenue 3,2.07
2195,IPG,Enterprise Value/EBITDA 7,10.44
2196,IPGP,Market Cap (intraday) 5,8.19B
2197,IPGP,Enterprise Value 3,8.82B
2198,IPGP,Trailing P/E,51.40
2199,IPGP,Forward P/E 1,24.74
2200,IPGP,PEG Ratio (5 yr expected) 1,0.80
2201,IPGP,Price/Sales (ttm),6.82
2202,IPGP,Price/Book (mrq),3.15
2203,IPGP,Enterprise Value/Revenue 3,7.34
2204,IPGP,Enterprise Value/EBITDA 7,27.04
2205,IQV,Market Cap (intraday) 5,45.39B
2206,IQV,Enterprise Value 3,56.48B
2207,IQV,Trailing P/E,112.77
2208,IQV,Forward P/E 1,23.59
2209,IQV,PEG Ratio (5 yr expected) 1,1.51
2210,IQV,Price/Sales (ttm),3.51
2211,IQV,Price/Book (mrq),7.88
2212,IQV,Enterprise Value/Revenue 3,4.37
2213,IQV,Enterprise Value/EBITDA 7,25.35
2214,IR,Market Cap (intraday) 5,21.19B
2215,IR,Enterprise Value 3,21.23B
2216,IR,Trailing P/E,
2217,IR,Forward P/E 1,23.17
2218,IR,PEG Ratio (5 yr expected) 1,1.64
2219,IR,Price/Sales (ttm),3.73
2220,IR,Price/Book (mrq),2.37
2221,IR,Enterprise Value/Revenue 3,3.74
2222,IR,Enterprise Value/EBITDA 7,19.09
2223,IRM,Market Cap (intraday) 5,12.48B
2224,IRM,Enterprise Value 3,23.85B
2225,IRM,Trailing P/E,36.37
2226,IRM,Forward P/E 1,26.37
2227,IRM,PEG Ratio (5 yr expected) 1,5.14
2228,IRM,Price/Sales (ttm),3.00
2229,IRM,Price/Book (mrq),10.91
2230,IRM,Enterprise Value/Revenue 3,5.55
2231,IRM,Enterprise Value/EBITDA 7,16.39
2232,ISRG,Market Cap (intraday) 5,38.98B
2233,ISRG,Enterprise Value 3,96.01B
2234,ISRG,Trailing P/E,33.87
2235,ISRG,Forward P/E 1,19.88
2236,ISRG,PEG Ratio (5 yr expected) 1,5.02
2237,ISRG,Price/Sales (ttm),8.57
2238,ISRG,Price/Book (mrq),3.84
2239,ISRG,Enterprise Value/Revenue 3,21.10
2240,ISRG,Enterprise Value/EBITDA 7,65.71
2241,IT,Market Cap (intraday) 5,26.01B
2242,IT,Enterprise Value 3,28.33B
2243,IT,Trailing P/E,76.28
2244,IT,Forward P/E 1,45.17
2245,IT,PEG Ratio (5 yr expected) 1,2.44
2246,IT,Price/Sales (ttm),5.94
2247,IT,Price/Book (mrq),29.52
2248,IT,Enterprise Value/Revenue 3,6.47
2249,IT,Enterprise Value/EBITDA 7,29.53
2250,ITW,Market Cap (intraday) 5,65.88B
2251,ITW,Enterprise Value 3,72.53B
2252,ITW,Trailing P/E,29.93
2253,ITW,Forward P/E 1,22.31
2254,ITW,PEG Ratio (5 yr expected) 1,1.86
2255,ITW,Price/Sales (ttm),5.11
2256,ITW,Price/Book (mrq),18.66
2257,ITW,Enterprise Value/Revenue 3,5.18
2258,ITW,Enterprise Value/EBITDA 7,18.53
2259,IVZ,Market Cap (intraday) 5,11.48B
2260,IVZ,Enterprise Value 3,16.92B
2261,IVZ,Trailing P/E,16.27
2262,IVZ,Forward P/E 1,7.97
2263,IVZ,PEG Ratio (5 yr expected) 1,0.37
2264,IVZ,Price/Sales (ttm),1.76
2265,IVZ,Price/Book (mrq),1.09
2266,IVZ,Enterprise Value/Revenue 3,2.60
2267,IVZ,Enterprise Value/EBITDA 7,9.47
2268,J,Market Cap (intraday) 5,17.04B
2269,J,Enterprise Value 3,21.1B
2270,J,Trailing P/E,
2271,J,Forward P/E 1,18.45
2272,J,PEG Ratio (5 yr expected) 1,1.51
2273,J,Price/Sales (ttm),1.21
2274,J,Price/Book (mrq),
2275,J,Enterprise Value/Revenue 3,1.50
2276,J,Enterprise Value/EBITDA 7,17.82
2277,JBHT,Market Cap (intraday) 5,17.81B
2278,JBHT,Enterprise Value 3,18.78B
2279,JBHT,Trailing P/E,32.85
2280,JBHT,Forward P/E 1,21.69
2281,JBHT,PEG Ratio (5 yr expected) 1,1.33
2282,JBHT,Price/Sales (ttm),1.66
2283,JBHT,Price/Book (mrq),6.54
2284,JBHT,Enterprise Value/Revenue 3,1.75
2285,JBHT,Enterprise Value/EBITDA 7,13.64
2286,JCI,Market Cap (intraday) 5,49.4B
2287,JCI,Enterprise Value 3,59.08B
2288,JCI,Trailing P/E,47.86
2289,JCI,Forward P/E 1,20.82
2290,JCI,PEG Ratio (5 yr expected) 1,1.41
2291,JCI,Price/Sales (ttm),2.13
2292,JCI,Price/Book (mrq),2.79
2293,JCI,Enterprise Value/Revenue 3,2.54
2294,JCI,Enterprise Value/EBITDA 7,14.43
2295,JKHY,Market Cap (intraday) 5,11.98B
2296,JKHY,Enterprise Value 3,12.69B
2297,JKHY,Trailing P/E,41.64
2298,JKHY,Forward P/E 1,31.79
2299,JKHY,PEG Ratio (5 yr expected) 1,3.98
2300,JKHY,Price/Sales (ttm),6.81
2301,JKHY,Price/Book (mrq),9.12
2302,JKHY,Enterprise Value/Revenue 3,7.22
2303,JKHY,Enterprise Value/EBITDA 7,28.11
2304,JNJ,Market Cap (intraday) 5,415.98B
2305,JNJ,Enterprise Value 3,443.64B
2306,JNJ,Trailing P/E,27.90
2307,JNJ,Forward P/E 1,15.14
2308,JNJ,PEG Ratio (5 yr expected) 1,2.04
2309,JNJ,Price/Sales (ttm),4.66
2310,JNJ,Price/Book (mrq),6.32
2311,JNJ,Enterprise Value/Revenue 3,4.97
2312,JNJ,Enterprise Value/EBITDA 7,14.47
2313,JNPR,Market Cap (intraday) 5,8.97B
2314,JNPR,Enterprise Value 3,9.57B
2315,JNPR,Trailing P/E,44.36
2316,JNPR,Forward P/E 1,14.30
2317,JNPR,PEG Ratio (5 yr expected) 1,1.79
2318,JNPR,Price/Sales (ttm),1.95
2319,JNPR,Price/Book (mrq),2.04
2320,JNPR,Enterprise Value/Revenue 3,2.08
2321,JNPR,Enterprise Value/EBITDA 7,14.11
2322,JPM,Market Cap (intraday) 5,504.89B
2323,JPM,Enterprise Value 3,-209.64B
2324,JPM,Trailing P/E,13.23
2325,JPM,Forward P/E 1,14.00
2326,JPM,PEG Ratio (5 yr expected) 1,1.38
2327,JPM,Price/Sales (ttm),3.92
2328,JPM,Price/Book (mrq),1.97
2329,JPM,Enterprise Value/Revenue 3,-1.63
2330,JPM,Enterprise Value/EBITDA 7,
2331,K,Market Cap (intraday) 5,21.63B
2332,K,Enterprise Value 3,30.11B
2333,K,Trailing P/E,17.21
2334,K,Forward P/E 1,15.16
2335,K,PEG Ratio (5 yr expected) 1,4.72
2336,K,Price/Sales (ttm),1.55
2337,K,Price/Book (mrq),6.89
2338,K,Enterprise Value/Revenue 3,2.16
2339,K,Enterprise Value/EBITDA 7,12.69
2340,KEY,Market Cap (intraday) 5,21.65B
2341,KEY,Enterprise Value 3,32.49B
2342,KEY,Trailing P/E,12.62
2343,KEY,Forward P/E 1,11.44
2344,KEY,PEG Ratio (5 yr expected) 1,0.73
2345,KEY,Price/Sales (ttm),3.02
2346,KEY,Price/Book (mrq),1.38
2347,KEY,Enterprise Value/Revenue 3,4.54
2348,KEY,Enterprise Value/EBITDA 7,
2349,KEYS,Market Cap (intraday) 5,29.48B
2350,KEYS,Enterprise Value 3,30.33B
2351,KEYS,Trailing P/E,40.05
2352,KEYS,Forward P/E 1,24.10
2353,KEYS,PEG Ratio (5 yr expected) 1,2.13
2354,KEYS,Price/Sales (ttm),6.36
2355,KEYS,Price/Book (mrq),8.33
2356,KEYS,Enterprise Value/Revenue 3,6.55
2357,KEYS,Enterprise Value/EBITDA 7,24.00
2358,KHC,Market Cap (intraday) 5,44.88B
2359,KHC,Enterprise Value 3,65.83B
2360,KHC,Trailing P/E,83.01
2361,KHC,Forward P/E 1,14.17
2362,KHC,PEG Ratio (5 yr expected) 1,-4.77
2363,KHC,Price/Sales (ttm),1.70
2364,KHC,Price/Book (mrq),0.89
2365,KHC,Enterprise Value/Revenue 3,2.49
2366,KHC,Enterprise Value/EBITDA 7,9.47
2367,KIM,Market Cap (intraday) 5,9.09B
2368,KIM,Enterprise Value 3,14.65B
2369,KIM,Trailing P/E,8.88
2370,KIM,Forward P/E 1,29.55
2371,KIM,PEG Ratio (5 yr expected) 1,6.49
2372,KIM,Price/Sales (ttm),8.26
2373,KIM,Price/Book (mrq),1.61
2374,KIM,Enterprise Value/Revenue 3,13.31
2375,KIM,Enterprise Value/EBITDA 7,23.28
2376,KLAC,Market Cap (intraday) 5,50.05B
2377,KLAC,Enterprise Value 3,52.97B
2378,KLAC,Trailing P/E,27.42
2379,KLAC,Forward P/E 1,16.52
2380,KLAC,PEG Ratio (5 yr expected) 1,1.16
2381,KLAC,Price/Sales (ttm),7.23
2382,KLAC,Price/Book (mrq),16.07
2383,KLAC,Enterprise Value/Revenue 3,7.66
2384,KLAC,Enterprise Value/EBITDA 7,18.81
2385,KMB,Market Cap (intraday) 5,44.34B
2386,KMB,Enterprise Value 3,52.73B
2387,KMB,Trailing P/E,19.71
2388,KMB,Forward P/E 1,17.38
2389,KMB,PEG Ratio (5 yr expected) 1,11.09
2390,KMB,Price/Sales (ttm),2.35
2391,KMB,Price/Book (mrq),85.66
2392,KMB,Enterprise Value/Revenue 3,2.79
2393,KMB,Enterprise Value/EBITDA 7,12.89
2394,KMI,Market Cap (intraday) 5,37.51B
2395,KMI,Enterprise Value 3,71.25B
2396,KMI,Trailing P/E,20.63
2397,KMI,Forward P/E 1,16.40
2398,KMI,PEG Ratio (5 yr expected) 1,1.80
2399,KMI,Price/Sales (ttm),2.72
2400,KMI,Price/Book (mrq),1.22
2401,KMI,Enterprise Value/Revenue 3,4.95
2402,KMI,Enterprise Value/EBITDA 7,10.85
2403,KMX,Market Cap (intraday) 5,20.83B
2404,KMX,Enterprise Value 3,38.67B
2405,KMX,Trailing P/E,18.25
2406,KMX,Forward P/E 1,17.77
2407,KMX,PEG Ratio (5 yr expected) 1,0.90
2408,KMX,Price/Sales (ttm),0.76
2409,KMX,Price/Book (mrq),4.80
2410,KMX,Enterprise Value/Revenue 3,1.57
2411,KMX,Enterprise Value/EBITDA 7,20.78
2412,KO,Market Cap (intraday) 5,227.39B
2413,KO,Enterprise Value 3,272.79B
2414,KO,Trailing P/E,28.15
2415,KO,Forward P/E 1,21.68
2416,KO,PEG Ratio (5 yr expected) 1,2.48
2417,KO,Price/Sales (ttm),6.24
2418,KO,Price/Book (mrq),11.16
2419,KO,Enterprise Value/Revenue 3,7.49
2420,KO,Enterprise Value/EBITDA 7,20.98
2421,KR,Market Cap (intraday) 5,29.24B
2422,KR,Enterprise Value 3,47.45B
2423,KR,Trailing P/E,20.26
2424,KR,Forward P/E 1,12.73
